Ses01M_impro06_F000 :Neutral state; ()
Ses01M_impro06_F001 :Sadness; ()
Ses01M_impro06_F002 :Sadness; ()
Ses01M_impro06_F003 :Sadness; ()
Ses01M_impro06_F004 :Sadness; ()
Ses01M_impro06_F005 :Sadness; ()
Ses01M_impro06_F006 :Sadness; ()
Ses01M_impro06_F007 :Sadness; ()
Ses01M_impro06_F008 :Sadness; ()
Ses01M_impro06_F009 :Sadness; ()
Ses01M_impro06_F010 :Sadness; ()
Ses01M_impro06_F011 :Sadness; ()
Ses01M_impro06_F012 :Sadness; ()
Ses01M_impro06_F013 :Sadness; ()
Ses01M_impro06_F014 :Sadness; ()
Ses01M_impro06_F015 :Sadness; ()
Ses01M_impro06_F016 :Sadness; ()
Ses01M_impro06_F017 :Sadness; ()
Ses01M_impro06_F018 :Sadness; ()
Ses01M_impro06_F019 :Sadness; ()
Ses01M_impro06_F020 :Sadness; ()
Ses01M_impro06_F021 :Sadness; ()
Ses01M_impro06_F022 :Sadness; ()
Ses01M_impro06_F023 :Sadness; ()
Ses01M_impro06_F024 :Sadness; ()
Ses01M_impro06_F025 :Sadness; ()
Ses01M_impro06_F026 :Sadness; ()
Ses01M_impro06_F027 :Sadness; ()
Ses01M_impro06_F028 :Sadness; ()
Ses01M_impro06_M000 :Sadness; ()
Ses01M_impro06_M001 :Sadness; ()
Ses01M_impro06_M002 :Sadness; ()
Ses01M_impro06_M003 :Sadness; ()
Ses01M_impro06_M004 :Sadness; ()
Ses01M_impro06_M005 :Sadness; ()
Ses01M_impro06_M006 :Sadness; ()
Ses01M_impro06_M007 :Sadness; ()
Ses01M_impro06_M008 :Sadness; ()
Ses01M_impro06_M009 :Sadness; ()
Ses01M_impro06_M010 :Sadness; ()
Ses01M_impro06_M011 :Sadness; ()
Ses01M_impro06_M012 :Sadness; ()
Ses01M_impro06_M013 :Sadness; ()
Ses01M_impro06_M014 :Sadness; ()
Ses01M_impro06_M015 :Sadness; ()
Ses01M_impro06_M016 :Sadness; ()
Ses01M_impro06_M017 :Sadness; ()
Ses01M_impro06_M018 :Sadness; ()
Ses01M_impro06_M019 :Sadness; ()
Ses01M_impro06_M020 :Sadness; ()
Ses01M_impro06_M021 :Sadness; ()
Ses01M_impro06_M022 :Sadness; ()
Ses01M_impro06_M023 :Sadness; ()
Ses01M_impro06_M024 :Sadness; ()
Ses01M_impro06_M025 :Sadness; ()
Ses01M_impro06_M026 :Sadness; ()
Ses01M_impro06_M027 :Sadness; ()
Ses01M_impro06_M028 :Sadness; ()
Ses01M_impro06_M029 :Sadness; ()
Ses01M_impro06_M030 :Sadness; ()
