Ses04F_impro04_F000 :Excited; ()
Ses04F_impro04_F001 :Excited; :Frustration; ()
Ses04F_impro04_F002 :Frustration; ()
Ses04F_impro04_F003 :Frustration; ()
Ses04F_impro04_F004 :Anger; ()
Ses04F_impro04_F005 :Anger; ()
Ses04F_impro04_F006 :Anger; ()
Ses04F_impro04_F007 :Frustration; ()
Ses04F_impro04_F008 :Anger; ()
Ses04F_impro04_F009 :Frustration; ()
Ses04F_impro04_F010 :Frustration; ()
Ses04F_impro04_F011 :Anger; ()
Ses04F_impro04_F012 :Anger; ()
Ses04F_impro04_F013 :Anger; ()
Ses04F_impro04_F014 :Anger; ()
Ses04F_impro04_F015 :Anger; ()
Ses04F_impro04_F016 :Anger; ()
Ses04F_impro04_F017 :Anger; ()
Ses04F_impro04_F018 :Anger; ()
Ses04F_impro04_F019 :Frustration; ()
Ses04F_impro04_F020 :Frustration; ()
Ses04F_impro04_F021 :Frustration; ()
Ses04F_impro04_F022 :Frustration; ()
Ses04F_impro04_F023 :Frustration; ()
Ses04F_impro04_F024 :Frustration; ()
Ses04F_impro04_F025 :Anger; ()
Ses04F_impro04_F026 :Frustration; ()
Ses04F_impro04_F027 :Frustration; ()
Ses04F_impro04_F028 :Frustration; ()
Ses04F_impro04_F029 :Frustration; ()
Ses04F_impro04_F030 :Anger; ()
Ses04F_impro04_F031 :Anger; ()
Ses04F_impro04_F032 :Frustration; ()
Ses04F_impro04_F033 :Frustration; ()
Ses04F_impro04_M000 :Frustration; ()
Ses04F_impro04_M001 :Excited; ()
Ses04F_impro04_M002 :Frustration; ()
Ses04F_impro04_M003 :Frustration; ()
Ses04F_impro04_M004 :Frustration; ()
Ses04F_impro04_M005 :Frustration; ()
Ses04F_impro04_M006 :Frustration; ()
Ses04F_impro04_M007 :Frustration; ()
Ses04F_impro04_M008 :Frustration; ()
Ses04F_impro04_M009 :Frustration; ()
Ses04F_impro04_M010 :Frustration; ()
Ses04F_impro04_M011 :Frustration; ()
Ses04F_impro04_M012 :Frustration; ()
Ses04F_impro04_M013 :Frustration; ()
Ses04F_impro04_M014 :Frustration; ()
Ses04F_impro04_M015 :Frustration; ()
Ses04F_impro04_M016 :Frustration; ()
Ses04F_impro04_M017 :Frustration; ()
Ses04F_impro04_M018 :Frustration; ()
Ses04F_impro04_M019 :Frustration; ()
Ses04F_impro04_M020 :Frustration; ()
Ses04F_impro04_M021 :Frustration; ()
Ses04F_impro04_M022 :Frustration; ()
Ses04F_impro04_M023 :Frustration; ()
Ses04F_impro04_M024 :Frustration; ()
Ses04F_impro04_M025 :Frustration; ()
Ses04F_impro04_M026 :Frustration; ()
Ses04F_impro04_M027 :Frustration; ()
Ses04F_impro04_M028 :Frustration; ()
Ses04F_impro04_M029 :Frustration; ()
Ses04F_impro04_M030 :Frustration; ()
Ses04F_impro04_M031 :Frustration; ()
Ses04F_impro04_M032 :Frustration; ()
Ses04F_impro04_M033 :Frustration; ()
Ses04F_impro04_M034 :Frustration; ()
