Ses04F_impro07_F000 :Excited; ()
Ses04F_impro07_F001 :Excited; ()
Ses04F_impro07_F002 :Excited; ()
Ses04F_impro07_F003 :Excited; ()
Ses04F_impro07_F004 :Excited; ()
Ses04F_impro07_F005 :Excited; ()
Ses04F_impro07_F006 :Excited; ()
Ses04F_impro07_F007 :Excited; ()
Ses04F_impro07_F008 :Excited; ()
Ses04F_impro07_F009 :Excited; ()
Ses04F_impro07_F010 :Excited; ()
Ses04F_impro07_F011 :Excited; ()
Ses04F_impro07_F012 :Excited; ()
Ses04F_impro07_F013 :Excited; ()
Ses04F_impro07_F014 :Excited; ()
Ses04F_impro07_F015 :Excited; ()
Ses04F_impro07_F016 :Excited; ()
Ses04F_impro07_F017 :Excited; ()
Ses04F_impro07_F018 :Excited; ()
Ses04F_impro07_F019 :Excited; ()
Ses04F_impro07_F020 :Excited; ()
Ses04F_impro07_F021 :Excited; ()
Ses04F_impro07_F022 :Excited; ()
Ses04F_impro07_F023 :Excited; ()
Ses04F_impro07_F024 :Excited; ()
Ses04F_impro07_F025 :Excited; ()
Ses04F_impro07_F026 :Excited; ()
Ses04F_impro07_F027 :Excited; ()
Ses04F_impro07_F028 :Excited; ()
Ses04F_impro07_F029 :Excited; ()
Ses04F_impro07_F030 :Excited; ()
Ses04F_impro07_F031 :Excited; ()
Ses04F_impro07_F032 :Excited; ()
Ses04F_impro07_F033 :Excited; ()
Ses04F_impro07_F034 :Excited; ()
Ses04F_impro07_F035 :Excited; ()
Ses04F_impro07_F036 :Excited; ()
Ses04F_impro07_F037 :Excited; ()
Ses04F_impro07_F038 :Excited; ()
Ses04F_impro07_F039 :Excited; ()
Ses04F_impro07_F040 :Excited; ()
Ses04F_impro07_F041 :Excited; ()
Ses04F_impro07_F042 :Excited; ()
Ses04F_impro07_F043 :Excited; ()
Ses04F_impro07_F044 :Excited; ()
Ses04F_impro07_F045 :Excited; ()
Ses04F_impro07_F046 :Excited; ()
Ses04F_impro07_F047 :Excited; ()
Ses04F_impro07_F048 :Excited; ()
Ses04F_impro07_F049 :Excited; ()
Ses04F_impro07_F050 :Excited; ()
Ses04F_impro07_F051 :Excited; ()
Ses04F_impro07_F052 :Excited; ()
Ses04F_impro07_F053 :Excited; ()
Ses04F_impro07_F054 :Excited; ()
Ses04F_impro07_F055 :Excited; ()
Ses04F_impro07_F056 :Excited; ()
Ses04F_impro07_F057 :Excited; ()
Ses04F_impro07_F058 :Excited; ()
Ses04F_impro07_F059 :Excited; ()
Ses04F_impro07_F060 :Excited; ()
Ses04F_impro07_F061 :Excited; ()
Ses04F_impro07_F062 :Excited; ()
Ses04F_impro07_F063 :Excited; ()
Ses04F_impro07_F064 :Excited; ()
Ses04F_impro07_F065 :Excited; ()
Ses04F_impro07_F066 :Excited; ()
Ses04F_impro07_F067 :Excited; ()
Ses04F_impro07_F068 :Excited; ()
Ses04F_impro07_F069 :Excited; ()
Ses04F_impro07_F070 :Excited; ()
Ses04F_impro07_F071 :Excited; ()
Ses04F_impro07_F072 :Excited; ()
Ses04F_impro07_F073 :Excited; ()
Ses04F_impro07_F074 :Excited; ()
Ses04F_impro07_F075 :Excited; ()
Ses04F_impro07_F076 :Excited; ()
Ses04F_impro07_F077 :Excited; ()
Ses04F_impro07_F078 :Excited; ()
Ses04F_impro07_F079 :Excited; ()
Ses04F_impro07_M000 :Excited; ()
Ses04F_impro07_M001 :Excited; ()
Ses04F_impro07_M002 :Excited; ()
Ses04F_impro07_M003 :Surprise; ()
Ses04F_impro07_M004 :Excited; ()
Ses04F_impro07_M005 :Excited; ()
Ses04F_impro07_M006 :Excited; ()
Ses04F_impro07_M007 :Excited; ()
Ses04F_impro07_M008 :Excited; ()
Ses04F_impro07_M009 :Excited; ()
Ses04F_impro07_M010 :Excited; ()
Ses04F_impro07_M011 :Excited; ()
Ses04F_impro07_M012 :Excited; ()
Ses04F_impro07_M013 :Excited; ()
Ses04F_impro07_M014 :Excited; ()
Ses04F_impro07_M015 :Excited; ()
Ses04F_impro07_M016 :Excited; ()
Ses04F_impro07_M017 :Excited; ()
Ses04F_impro07_M018 :Excited; ()
Ses04F_impro07_M019 :Excited; ()
Ses04F_impro07_M020 :Excited; ()
Ses04F_impro07_M021 :Excited; ()
Ses04F_impro07_M022 :Excited; ()
Ses04F_impro07_M023 :Excited; ()
Ses04F_impro07_M024 :Excited; ()
Ses04F_impro07_M025 :Excited; ()
Ses04F_impro07_M026 :Excited; ()
Ses04F_impro07_M027 :Excited; ()
Ses04F_impro07_M028 :Excited; ()
Ses04F_impro07_M029 :Excited; ()
Ses04F_impro07_M030 :Excited; ()
Ses04F_impro07_M031 :Excited; ()
Ses04F_impro07_M032 :Excited; ()
Ses04F_impro07_M033 :Excited; ()
Ses04F_impro07_M034 :Excited; ()
Ses04F_impro07_M035 :Excited; ()
Ses04F_impro07_M036 :Excited; ()
Ses04F_impro07_M037 :Excited; ()
Ses04F_impro07_M038 :Excited; ()
Ses04F_impro07_M039 :Excited; ()
Ses04F_impro07_M040 :Excited; ()
Ses04F_impro07_M041 :Excited; ()
Ses04F_impro07_M042 :Excited; ()
Ses04F_impro07_M043 :Excited; ()
Ses04F_impro07_M044 :Excited; ()
Ses04F_impro07_M045 :Excited; ()
Ses04F_impro07_M046 :Excited; ()
Ses04F_impro07_M047 :Excited; ()
Ses04F_impro07_M048 :Excited; ()
Ses04F_impro07_M049 :Excited; ()
Ses04F_impro07_M050 :Excited; ()
Ses04F_impro07_M051 :Excited; ()
Ses04F_impro07_M052 :Excited; ()
Ses04F_impro07_M053 :Excited; ()
Ses04F_impro07_M054 :Excited; ()
Ses04F_impro07_M055 :Excited; ()
Ses04F_impro07_M056 :Excited; ()
