Ses04M_impro05_F000 :Neutral state; ()
Ses04M_impro05_F001 :Neutral state; ()
Ses04M_impro05_F002 :Neutral state; ()
Ses04M_impro05_F003 :Neutral state; ()
Ses04M_impro05_F004 :Neutral state; ()
Ses04M_impro05_F005 :Neutral state; ()
Ses04M_impro05_F006 :Neutral state; ()
Ses04M_impro05_F007 :Neutral state; ()
Ses04M_impro05_F008 :Neutral state; ()
Ses04M_impro05_F009 :Neutral state; ()
Ses04M_impro05_F010 :Neutral state; ()
Ses04M_impro05_F011 :Neutral state; ()
Ses04M_impro05_F012 :Neutral state; ()
Ses04M_impro05_F013 :Neutral state; ()
Ses04M_impro05_F014 :Neutral state; ()
Ses04M_impro05_F015 :Neutral state; ()
Ses04M_impro05_F016 :Neutral state; ()
Ses04M_impro05_F017 :Neutral state; ()
Ses04M_impro05_F018 :Neutral state; ()
Ses04M_impro05_F019 :Neutral state; ()
Ses04M_impro05_F020 :Neutral state; ()
Ses04M_impro05_F021 :Neutral state; ()
Ses04M_impro05_F022 :Neutral state; ()
Ses04M_impro05_F023 :Neutral state; ()
Ses04M_impro05_F024 :Neutral state; ()
Ses04M_impro05_F025 :Neutral state; ()
Ses04M_impro05_F026 :Neutral state; ()
Ses04M_impro05_F027 :Neutral state; ()
Ses04M_impro05_F028 :Neutral state; ()
Ses04M_impro05_F029 :Neutral state; ()
Ses04M_impro05_F030 :Frustration; ()
Ses04M_impro05_F031 :Neutral state; ()
Ses04M_impro05_F032 :Neutral state; ()
Ses04M_impro05_F033 :Frustration; ()
Ses04M_impro05_F034 :Neutral state; ()
Ses04M_impro05_F035 :Neutral state; ()
Ses04M_impro05_F036 :Neutral state; ()
Ses04M_impro05_F037 :Neutral state; ()
Ses04M_impro05_F038 :Frustration; ()
Ses04M_impro05_F039 :Frustration; ()
Ses04M_impro05_F040 :Frustration; ()
Ses04M_impro05_F041 :Neutral state; ()
Ses04M_impro05_F042 :Neutral state; ()
Ses04M_impro05_M000 :Frustration; ()
Ses04M_impro05_M001 :Frustration; ()
Ses04M_impro05_M002 :Frustration; ()
Ses04M_impro05_M003 :Frustration; ()
Ses04M_impro05_M004 :Frustration; ()
Ses04M_impro05_M005 :Frustration; ()
Ses04M_impro05_M006 :Frustration; ()
Ses04M_impro05_M007 :Frustration; ()
Ses04M_impro05_M008 :Anger; ()
Ses04M_impro05_M009 :Anger; ()
Ses04M_impro05_M010 :Anger; ()
Ses04M_impro05_M011 :Anger; ()
Ses04M_impro05_M012 :Frustration; ()
Ses04M_impro05_M013 :Frustration; ()
Ses04M_impro05_M014 :Anger; ()
Ses04M_impro05_M015 :Anger; ()
Ses04M_impro05_M016 :Anger; ()
Ses04M_impro05_M017 :Anger; ()
Ses04M_impro05_M018 :Anger; ()
Ses04M_impro05_M019 :Anger; ()
Ses04M_impro05_M020 :Frustration; ()
Ses04M_impro05_M021 :Frustration; ()
Ses04M_impro05_M022 :Anger; ()
Ses04M_impro05_M023 :Frustration; ()
Ses04M_impro05_M024 :Frustration; ()
Ses04M_impro05_M025 :Frustration; ()
Ses04M_impro05_M026 :Anger; ()
Ses04M_impro05_M027 :Frustration; ()
Ses04M_impro05_M028 :Frustration; ()
Ses04M_impro05_M029 :Frustration; ()
Ses04M_impro05_M030 :Frustration; ()
Ses04M_impro05_M031 :Frustration; ()
Ses04M_impro05_M032 :Frustration; ()
Ses04M_impro05_M033 :Frustration; ()
Ses04M_impro05_M034 :Frustration; ()
Ses04M_impro05_M035 :Frustration; ()
Ses04M_impro05_M036 :Frustration; ()
Ses04M_impro05_M037 :Frustration; ()
Ses04M_impro05_M038 :Anger; ()
Ses04M_impro05_M039 :Anger; ()
Ses04M_impro05_M040 :Frustration; ()
Ses04M_impro05_M041 :Frustration; ()
Ses04M_impro05_M042 :Frustration; ()
Ses04M_impro05_M043 :Frustration; ()
Ses04M_impro05_M044 :Anger; ()
Ses04M_impro05_M045 :Frustration; :Anger; ()
