Ses04F_script02_1_F000 :Neutral state; ()
Ses04F_script02_1_F001 :Anger; ()
Ses04F_script02_1_F002 :Anger; ()
Ses04F_script02_1_F003 :Anger; ()
Ses04F_script02_1_F004 :Anger; ()
Ses04F_script02_1_F005 :Anger; ()
Ses04F_script02_1_F006 :Anger; ()
Ses04F_script02_1_F007 :Anger; ()
Ses04F_script02_1_F008 :Anger; ()
Ses04F_script02_1_F009 :Anger; ()
Ses04F_script02_1_F010 :Anger; ()
Ses04F_script02_1_F011 :Anger; ()
Ses04F_script02_1_F012 :Anger; ()
Ses04F_script02_1_F013 :Anger; ()
Ses04F_script02_1_F014 :Anger; ()
Ses04F_script02_1_F015 :Frustration; ()
Ses04F_script02_1_F016 :Anger; ()
Ses04F_script02_1_F017 :Anger; ()
Ses04F_script02_1_F018 :Anger; ()
Ses04F_script02_1_F019 :Anger; ()
Ses04F_script02_1_F020 :Anger; ()
Ses04F_script02_1_F021 :Anger; ()
Ses04F_script02_1_F022 :Anger; ()
Ses04F_script02_1_M000 :Happiness; ()
Ses04F_script02_1_M001 :Happiness; ()
Ses04F_script02_1_M002 :Excited; ()
Ses04F_script02_1_M003 :Excited; ()
Ses04F_script02_1_M004 :Excited; ()
Ses04F_script02_1_M005 :Neutral state; ()
Ses04F_script02_1_M006 :Surprise; ()
Ses04F_script02_1_M007 :Neutral state; ()
Ses04F_script02_1_M008 :Anger; ()
Ses04F_script02_1_M009 :Excited; ()
Ses04F_script02_1_M010 :Neutral state; ()
Ses04F_script02_1_M011 :Happiness; ()
Ses04F_script02_1_M012 :Excited; ()
Ses04F_script02_1_M013 :Excited; ()
Ses04F_script02_1_M014 :Neutral state; ()
Ses04F_script02_1_M015 :Surprise; ()
Ses04F_script02_1_M016 :Anger; ()
Ses04F_script02_1_M017 :Neutral state; ()
Ses04F_script02_1_M018 :Neutral state; ()
Ses04F_script02_1_M019 :Surprise; ()
Ses04F_script02_1_M020 :Excited; ()
Ses04F_script02_1_M021 :Excited; ()
Ses04F_script02_1_M022 :Excited; ()
Ses04F_script02_1_M023 :Excited; ()
Ses04F_script02_1_M024 :Neutral state; ()
Ses04F_script02_1_M025 :Excited; ()
Ses04F_script02_1_M026 :Excited; ()
Ses04F_script02_1_M027 :Excited; ()
Ses04F_script02_1_M028 :Surprise; ()
Ses04F_script02_1_M029 :Anger; ()
Ses04F_script02_1_M030 :Neutral state; ()
Ses04F_script02_1_M031 :Anger; ()
Ses04F_script02_1_M032 :Excited; ()
Ses04F_script02_1_M033 :Excited; ()
Ses04F_script02_1_M034 :Excited; ()
Ses04F_script02_1_M035 :Excited; ()
Ses04F_script02_1_M036 :Excited; ()
Ses04F_script02_1_M037 :Excited; ()
Ses04F_script02_1_M038 :Excited; ()
Ses04F_script02_1_M039 :Excited; ()
Ses04F_script02_1_M040 :Excited; ()
Ses04F_script02_1_M041 :Neutral state; ()
Ses04F_script02_1_M042 :Neutral state; ()
