Ses02M_script02_1_F000 :Neutral state; ()
Ses02M_script02_1_F001 :Neutral state; ()
Ses02M_script02_1_F002 :Neutral state; ()
Ses02M_script02_1_F003 :Anger; ()
Ses02M_script02_1_F004 :Anger; ()
Ses02M_script02_1_F005 :Neutral state; ()
Ses02M_script02_1_F006 :Neutral state; ()
Ses02M_script02_1_F007 :Anger; ()
Ses02M_script02_1_F008 :Anger; ()
Ses02M_script02_1_F009 :Neutral state; ()
Ses02M_script02_1_F010 :Neutral state; ()
Ses02M_script02_1_F011 :Neutral state; ()
Ses02M_script02_1_F012 :Anger; ()
Ses02M_script02_1_F013 :Anger; ()
Ses02M_script02_1_F014 :Anger; ()
Ses02M_script02_1_F015 :Frustration; ()
Ses02M_script02_1_F016 :Neutral state; ()
Ses02M_script02_1_F017 :Neutral state; ()
Ses02M_script02_1_F018 :Anger; ()
Ses02M_script02_1_F019 :Neutral state; ()
Ses02M_script02_1_F020 :Neutral state; ()
Ses02M_script02_1_F021 :Neutral state; ()
Ses02M_script02_1_F022 :Disgust; ()
Ses02M_script02_1_M000 :Excited; ()
Ses02M_script02_1_M001 :Excited; ()
Ses02M_script02_1_M002 :Excited; ()
Ses02M_script02_1_M003 :Excited; ()
Ses02M_script02_1_M004 :Excited; ()
Ses02M_script02_1_M005 :Excited; ()
Ses02M_script02_1_M006 :Excited; ()
Ses02M_script02_1_M007 :Neutral state; ()
Ses02M_script02_1_M008 :Neutral state; ()
Ses02M_script02_1_M009 :Neutral state; ()
Ses02M_script02_1_M010 :Neutral state; ()
Ses02M_script02_1_M011 :Neutral state; ()
Ses02M_script02_1_M012 :Neutral state; ()
Ses02M_script02_1_M013 :Excited; ()
Ses02M_script02_1_M014 :Excited; ()
Ses02M_script02_1_M015 :Excited; ()
Ses02M_script02_1_M016 :Excited; ()
Ses02M_script02_1_M017 :Neutral state; ()
Ses02M_script02_1_M018 :Neutral state; ()
Ses02M_script02_1_M019 :Neutral state; ()
Ses02M_script02_1_M020 :Neutral state; ()
Ses02M_script02_1_M021 :Neutral state; ()
Ses02M_script02_1_M022 :Surprise; ()
Ses02M_script02_1_M023 :Excited; ()
Ses02M_script02_1_M024 :Excited; ()
Ses02M_script02_1_M025 :Excited; ()
Ses02M_script02_1_M026 :Excited; ()
Ses02M_script02_1_M027 :Frustration; ()
Ses02M_script02_1_M028 :Excited; ()
Ses02M_script02_1_M029 :Excited; ()
Ses02M_script02_1_M030 :Surprise; ()
Ses02M_script02_1_M031 :Sadness; ()
Ses02M_script02_1_M032 :Neutral state; ()
Ses02M_script02_1_M033 :Neutral state; ()
Ses02M_script02_1_M034 :Frustration; ()
Ses02M_script02_1_M035 :Excited; ()
Ses02M_script02_1_M036 :Excited; ()
Ses02M_script02_1_M037 :Excited; ()
Ses02M_script02_1_M038 :Excited; ()
Ses02M_script02_1_M039 :Excited; ()
Ses02M_script02_1_M040 :Excited; ()
Ses02M_script02_1_M041 :Excited; ()
Ses02M_script02_1_M042 :Excited; ()
Ses02M_script02_1_M043 :Neutral state; ()
Ses02M_script02_1_M044 :Neutral state; ()
