Ses02F_script02_1_F000 :Neutral state; ()
Ses02F_script02_1_F001 :Neutral state; ()
Ses02F_script02_1_F002 :Anger; ()
Ses02F_script02_1_F003 :Anger; ()
Ses02F_script02_1_F004 :Anger; ()
Ses02F_script02_1_F005 :Neutral state; ()
Ses02F_script02_1_F006 :Anger; ()
Ses02F_script02_1_F007 :Frustration; ()
Ses02F_script02_1_F008 :Anger; ()
Ses02F_script02_1_F009 :Anger; ()
Ses02F_script02_1_F010 :Anger; ()
Ses02F_script02_1_F011 :Anger; ()
Ses02F_script02_1_F012 :Anger; ()
Ses02F_script02_1_F013 :Anger; ()
Ses02F_script02_1_F014 :Frustration; ()
Ses02F_script02_1_F015 :Frustration; ()
Ses02F_script02_1_F016 :Anger; ()
Ses02F_script02_1_F017 :Anger; ()
Ses02F_script02_1_F018 :Anger; ()
Ses02F_script02_1_F019 :Neutral state; ()
Ses02F_script02_1_F020 :Frustration; ()
Ses02F_script02_1_F021 :Neutral state; ()
Ses02F_script02_1_F022 :Anger; ()
Ses02F_script02_1_M000 :Excited; ()
Ses02F_script02_1_M001 :Excited; ()
Ses02F_script02_1_M002 :Excited; ()
Ses02F_script02_1_M003 :Excited; ()
Ses02F_script02_1_M004 :Excited; ()
Ses02F_script02_1_M005 :Excited; ()
Ses02F_script02_1_M006 :Excited; ()
Ses02F_script02_1_M007 :Excited; ()
Ses02F_script02_1_M008 :Surprise; ()
Ses02F_script02_1_M009 :Neutral state; ()
Ses02F_script02_1_M010 :Neutral state; ()
Ses02F_script02_1_M011 :Happiness; ()
Ses02F_script02_1_M012 :Neutral state; ()
Ses02F_script02_1_M013 :Neutral state; ()
Ses02F_script02_1_M014 :Excited; ()
Ses02F_script02_1_M015 :Excited; ()
Ses02F_script02_1_M016 :Excited; ()
Ses02F_script02_1_M017 :Neutral state; ()
Ses02F_script02_1_M018 :Happiness; ()
Ses02F_script02_1_M019 :Neutral state; ()
Ses02F_script02_1_M020 :Neutral state; ()
Ses02F_script02_1_M021 :Neutral state; ()
Ses02F_script02_1_M022 :Surprise; ()
Ses02F_script02_1_M023 :Excited; ()
Ses02F_script02_1_M024 :Excited; ()
Ses02F_script02_1_M025 :Excited; ()
Ses02F_script02_1_M026 :Excited; ()
Ses02F_script02_1_M027 :Frustration; ()
Ses02F_script02_1_M028 :Excited; ()
Ses02F_script02_1_M029 :Excited; ()
Ses02F_script02_1_M030 :Surprise; ()
Ses02F_script02_1_M031 :Neutral state; ()
Ses02F_script02_1_M032 :Happiness; ()
Ses02F_script02_1_M033 :Neutral state; ()
Ses02F_script02_1_M034 :Happiness; ()
Ses02F_script02_1_M035 :Excited; ()
Ses02F_script02_1_M036 :Excited; ()
Ses02F_script02_1_M037 :Excited; ()
Ses02F_script02_1_M038 :Excited; ()
Ses02F_script02_1_M039 :Excited; ()
Ses02F_script02_1_M040 :Excited; ()
Ses02F_script02_1_M041 :Excited; ()
Ses02F_script02_1_M042 :Excited; ()
Ses02F_script02_1_M043 :Neutral state; ()
Ses02F_script02_1_M044 :Neutral state; ()
