Ses02F_script02_2_F000 :Neutral state; ()
Ses02F_script02_2_F001 :Frustration; ()
Ses02F_script02_2_F002 :Anger; ()
Ses02F_script02_2_F003 :Anger; ()
Ses02F_script02_2_F004 :Anger; ()
Ses02F_script02_2_F005 :Anger; ()
Ses02F_script02_2_F006 :Anger; ()
Ses02F_script02_2_F007 :Frustration; ()
Ses02F_script02_2_F008 :Anger; ()
Ses02F_script02_2_F009 :Frustration; ()
Ses02F_script02_2_F010 :Frustration; ()
Ses02F_script02_2_F011 :Anger; ()
Ses02F_script02_2_F012 :Frustration; ()
Ses02F_script02_2_F013 :Anger; ()
Ses02F_script02_2_F014 :Anger; ()
Ses02F_script02_2_F015 :Sadness; ()
Ses02F_script02_2_F016 :Sadness; ()
Ses02F_script02_2_F017 :Happiness; ()
Ses02F_script02_2_F018 :Happiness; ()
Ses02F_script02_2_F019 :Happiness; ()
Ses02F_script02_2_F020 :Sadness; ()
Ses02F_script02_2_F021 :Sadness; ()
Ses02F_script02_2_F022 :Sadness; ()
Ses02F_script02_2_F023 :Neutral state; ()
Ses02F_script02_2_F024 :Sadness; ()
Ses02F_script02_2_F025 :Sadness; ()
Ses02F_script02_2_F026 :Frustration; ()
Ses02F_script02_2_F027 :Frustration; ()
Ses02F_script02_2_F028 :Anger; ()
Ses02F_script02_2_F029 :Sadness; ()
Ses02F_script02_2_F030 :Anger; ()
Ses02F_script02_2_F031 :Sadness; ()
Ses02F_script02_2_F032 :Frustration; ()
Ses02F_script02_2_F033 :Sadness; ()
Ses02F_script02_2_F034 :Sadness; :Happiness; ()
Ses02F_script02_2_F035 :Sadness; ()
Ses02F_script02_2_F036 :Happiness; ()
Ses02F_script02_2_F037 :Happiness; ()
Ses02F_script02_2_F038 :Sadness; ()
Ses02F_script02_2_F039 :Happiness; ()
Ses02F_script02_2_F040 :Happiness; ()
Ses02F_script02_2_F041 :Happiness; ()
Ses02F_script02_2_F042 :Happiness; ()
Ses02F_script02_2_F043 :Happiness; ()
Ses02F_script02_2_F044 :Sadness; ()
Ses02F_script02_2_F045 :Happiness; ()
Ses02F_script02_2_M000 :Excited; ()
Ses02F_script02_2_M001 :Neutral state; ()
Ses02F_script02_2_M002 :Neutral state; ()
Ses02F_script02_2_M003 :Neutral state; ()
Ses02F_script02_2_M004 :Neutral state; ()
Ses02F_script02_2_M005 :Neutral state; ()
Ses02F_script02_2_M006 :Frustration; ()
Ses02F_script02_2_M007 :Neutral state; ()
Ses02F_script02_2_M008 :Anger; ()
Ses02F_script02_2_M009 :Neutral state; ()
Ses02F_script02_2_M010 :Neutral state; ()
Ses02F_script02_2_M011 :Frustration; ()
Ses02F_script02_2_M012 :Frustration; ()
Ses02F_script02_2_M013 :Neutral state; ()
Ses02F_script02_2_M014 :Frustration; ()
Ses02F_script02_2_M015 :Neutral state; ()
Ses02F_script02_2_M016 :Neutral state; ()
Ses02F_script02_2_M017 :Neutral state; ()
Ses02F_script02_2_M018 :Neutral state; ()
Ses02F_script02_2_M019 :Neutral state; ()
Ses02F_script02_2_M020 :Neutral state; ()
Ses02F_script02_2_M021 :Neutral state; ()
Ses02F_script02_2_M022 :Neutral state; ()
Ses02F_script02_2_M023 :Neutral state; ()
Ses02F_script02_2_M024 :Frustration; ()
Ses02F_script02_2_M025 :Frustration; ()
Ses02F_script02_2_M026 :Frustration; ()
Ses02F_script02_2_M027 :Frustration; ()
Ses02F_script02_2_M028 :Frustration; ()
Ses02F_script02_2_M029 :Anger; ()
Ses02F_script02_2_M030 :Sadness; ()
Ses02F_script02_2_M031 :Sadness; ()
Ses02F_script02_2_M032 :Anger; ()
Ses02F_script02_2_M033 :Neutral state; ()
Ses02F_script02_2_M034 :Neutral state; ()
Ses02F_script02_2_M035 :Sadness; ()
Ses02F_script02_2_M036 :Sadness; ()
Ses02F_script02_2_M037 :Sadness; ()
Ses02F_script02_2_M038 :Sadness; ()
Ses02F_script02_2_M039 :Happiness; ()
Ses02F_script02_2_M040 :Happiness; ()
Ses02F_script02_2_M041 :Happiness; ()
Ses02F_script02_2_M042 :Happiness; ()
Ses02F_script02_2_M043 :Happiness; ()
Ses02F_script02_2_M044 :Neutral state; ()
Ses02F_script02_2_M045 :Happiness; ()
Ses02F_script02_2_M046 :Happiness; ()
