Ses05F_impro08_F000 :Excited; ()
Ses05F_impro08_F001 :Excited; ()
Ses05F_impro08_F002 :Excited; :Frustration; ()
Ses05F_impro08_F003 :Frustration; ()
Ses05F_impro08_F004 :Frustration; ()
Ses05F_impro08_F005 :Frustration; ()
Ses05F_impro08_F006 :Frustration; ()
Ses05F_impro08_F007 :Frustration; ()
Ses05F_impro08_F008 :Frustration; ()
Ses05F_impro08_F009 :Frustration; ()
Ses05F_impro08_F010 :Neutral state; ()
Ses05F_impro08_F011 :Neutral state; ()
Ses05F_impro08_F012 :Neutral state; ()
Ses05F_impro08_F013 :Excited; ()
Ses05F_impro08_F014 :Neutral state; ()
Ses05F_impro08_F015 :Frustration; ()
Ses05F_impro08_F016 :Frustration; ()
Ses05F_impro08_F017 :Frustration; ()
Ses05F_impro08_F018 :Frustration; ()
Ses05F_impro08_F019 :Neutral state; ()
Ses05F_impro08_F020 :Neutral state; ()
Ses05F_impro08_F021 :Neutral state; ()
Ses05F_impro08_F022 :Neutral state; ()
Ses05F_impro08_F023 :Neutral state; ()
Ses05F_impro08_F024 :Excited; ()
Ses05F_impro08_F025 :Excited; ()
Ses05F_impro08_F026 :Excited; ()
Ses05F_impro08_F027 :Neutral state; ()
Ses05F_impro08_F028 :Neutral state; ()
Ses05F_impro08_F029 :Excited; ()
Ses05F_impro08_F030 :Neutral state; ()
Ses05F_impro08_F031 :Excited; ()
Ses05F_impro08_F032 :Excited; ()
Ses05F_impro08_F033 :Excited; ()
Ses05F_impro08_M000 :Frustration; ()
Ses05F_impro08_M001 :Frustration; ()
Ses05F_impro08_M002 :Frustration; ()
Ses05F_impro08_M003 :Anger; ()
Ses05F_impro08_M004 :Frustration; ()
Ses05F_impro08_M005 :Frustration; ()
Ses05F_impro08_M006 :Frustration; ()
Ses05F_impro08_M007 :Frustration; ()
Ses05F_impro08_M008 :Frustration; ()
Ses05F_impro08_M009 :Frustration; ()
Ses05F_impro08_M010 :Frustration; ()
Ses05F_impro08_M011 :Frustration; ()
Ses05F_impro08_M012 :Frustration; ()
Ses05F_impro08_M013 :Frustration; ()
Ses05F_impro08_M014 :Frustration; ()
Ses05F_impro08_M015 :Frustration; ()
Ses05F_impro08_M016 :Frustration; ()
Ses05F_impro08_M017 :Frustration; ()
Ses05F_impro08_M018 :Neutral state; ()
Ses05F_impro08_M019 :Neutral state; ()
Ses05F_impro08_M020 :Neutral state; ()
Ses05F_impro08_M021 :Frustration; ()
Ses05F_impro08_M022 :Excited; ()
Ses05F_impro08_M023 :Fear; ()
Ses05F_impro08_M024 :Excited; ()
Ses05F_impro08_M025 :Excited; ()
Ses05F_impro08_M026 :Excited; ()
Ses05F_impro08_M027 :Excited; ()
Ses05F_impro08_M028 :Excited; ()
Ses05F_impro08_M029 :Excited; ()
Ses05F_impro08_M030 :Excited; ()
Ses05F_impro08_M031 :Excited; ()
Ses05F_impro08_M032 :Excited; ()
