Ses05F_impro03_F000 :Excited; ()
Ses05F_impro03_F001 :Excited; ()
Ses05F_impro03_F002 :Happiness; ()
Ses05F_impro03_F003 :Excited; ()
Ses05F_impro03_F004 :Happiness; ()
Ses05F_impro03_F005 :Excited; ()
Ses05F_impro03_F006 :Happiness; ()
Ses05F_impro03_F007 :Excited; ()
Ses05F_impro03_F008 :Happiness; ()
Ses05F_impro03_F009 :Happiness; ()
Ses05F_impro03_F010 :Happiness; ()
Ses05F_impro03_F011 :Happiness; ()
Ses05F_impro03_F012 :Happiness; ()
Ses05F_impro03_F013 :Happiness; ()
Ses05F_impro03_F014 :Happiness; ()
Ses05F_impro03_F015 :Happiness; ()
Ses05F_impro03_F016 :Happiness; ()
Ses05F_impro03_F017 :Happiness; ()
Ses05F_impro03_F018 :Happiness; ()
Ses05F_impro03_F019 :Happiness; ()
Ses05F_impro03_F020 :Excited; ()
Ses05F_impro03_F021 :Happiness; ()
Ses05F_impro03_F022 :Happiness; ()
Ses05F_impro03_F023 :Happiness; ()
Ses05F_impro03_F024 :Happiness; ()
Ses05F_impro03_F025 :Happiness; ()
Ses05F_impro03_F026 :Happiness; ()
Ses05F_impro03_F027 :Happiness; ()
Ses05F_impro03_F028 :Happiness; ()
Ses05F_impro03_F029 :Happiness; ()
Ses05F_impro03_F030 :Happiness; ()
Ses05F_impro03_F031 :Happiness; ()
Ses05F_impro03_F032 :Happiness; ()
Ses05F_impro03_F033 :Happiness; ()
Ses05F_impro03_F034 :Happiness; ()
Ses05F_impro03_F035 :Happiness; ()
Ses05F_impro03_F036 :Happiness; ()
Ses05F_impro03_F037 :Excited; ()
Ses05F_impro03_F038 :Happiness; ()
Ses05F_impro03_F039 :Happiness; ()
Ses05F_impro03_F040 :Happiness; ()
Ses05F_impro03_F041 :Happiness; ()
Ses05F_impro03_F042 :Excited; ()
Ses05F_impro03_F043 :Excited; ()
Ses05F_impro03_F044 :Happiness; ()
Ses05F_impro03_F045 :Happiness; ()
Ses05F_impro03_F046 :Happiness; ()
Ses05F_impro03_F047 :Happiness; ()
Ses05F_impro03_F048 :Happiness; ()
Ses05F_impro03_F049 :Happiness; ()
Ses05F_impro03_F050 :Happiness; ()
Ses05F_impro03_F051 :Happiness; ()
Ses05F_impro03_F052 :Happiness; ()
Ses05F_impro03_F053 :Happiness; ()
Ses05F_impro03_F054 :Happiness; ()
Ses05F_impro03_F055 :Happiness; ()
Ses05F_impro03_F056 :Happiness; ()
Ses05F_impro03_F057 :Happiness; ()
Ses05F_impro03_F058 :Happiness; ()
Ses05F_impro03_F059 :Happiness; ()
Ses05F_impro03_F060 :Happiness; ()
Ses05F_impro03_M000 :Excited; ()
Ses05F_impro03_M001 :Excited; ()
Ses05F_impro03_M002 :Surprise; ()
Ses05F_impro03_M003 :Surprise; ()
Ses05F_impro03_M004 :Surprise; ()
Ses05F_impro03_M005 :Surprise; ()
Ses05F_impro03_M006 :Surprise; ()
Ses05F_impro03_M007 :Excited; ()
Ses05F_impro03_M008 :Surprise; ()
Ses05F_impro03_M009 :Excited; ()
Ses05F_impro03_M010 :Happiness; ()
Ses05F_impro03_M011 :Happiness; ()
Ses05F_impro03_M012 :Happiness; ()
Ses05F_impro03_M013 :Excited; ()
Ses05F_impro03_M014 :Happiness; ()
Ses05F_impro03_M015 :Happiness; ()
Ses05F_impro03_M016 :Happiness; ()
Ses05F_impro03_M017 :Happiness; ()
Ses05F_impro03_M018 :Happiness; ()
Ses05F_impro03_M019 :Happiness; ()
Ses05F_impro03_M020 :Excited; ()
Ses05F_impro03_M021 :Happiness; ()
Ses05F_impro03_M022 :Happiness; ()
Ses05F_impro03_M023 :Happiness; ()
Ses05F_impro03_M024 :Happiness; ()
Ses05F_impro03_M025 :Happiness; ()
Ses05F_impro03_M026 :Happiness; ()
Ses05F_impro03_M027 :Excited; ()
Ses05F_impro03_M028 :Happiness; ()
Ses05F_impro03_M029 :Happiness; ()
Ses05F_impro03_M030 :Happiness; ()
Ses05F_impro03_M031 :Happiness; ()
Ses05F_impro03_M032 :Happiness; ()
Ses05F_impro03_M033 :Happiness; ()
Ses05F_impro03_M034 :Happiness; ()
Ses05F_impro03_M035 :Excited; ()
Ses05F_impro03_M036 :Excited; ()
Ses05F_impro03_M037 :Excited; ()
Ses05F_impro03_M038 :Happiness; ()
Ses05F_impro03_M039 :Excited; ()
Ses05F_impro03_M040 :Happiness; ()
Ses05F_impro03_M041 :Happiness; ()
Ses05F_impro03_M042 :Happiness; ()
Ses05F_impro03_M043 :Happiness; ()
Ses05F_impro03_M044 :Happiness; ()
Ses05F_impro03_M045 :Happiness; ()
Ses05F_impro03_M046 :Surprise; ()
Ses05F_impro03_M047 :Happiness; ()
Ses05F_impro03_M048 :Happiness; ()
Ses05F_impro03_M049 :Happiness; ()
Ses05F_impro03_M050 :Excited; ()
Ses05F_impro03_M051 :Excited; ()
Ses05F_impro03_M052 :Happiness; ()
Ses05F_impro03_M053 :Happiness; ()
Ses05F_impro03_M054 :Happiness; ()
Ses05F_impro03_M055 :Happiness; ()
Ses05F_impro03_M056 :Happiness; ()
Ses05F_impro03_M057 :Happiness; ()
Ses05F_impro03_M058 :Happiness; ()
Ses05F_impro03_M059 :Excited; ()
Ses05F_impro03_M060 :Happiness; ()
Ses05F_impro03_M061 :Happiness; ()
Ses05F_impro03_M062 :Happiness; ()
Ses05F_impro03_M063 :Happiness; ()
Ses05F_impro03_M064 :Happiness; ()
Ses05F_impro03_M065 :Happiness; ()
Ses05F_impro03_M066 :Happiness; ()
Ses05F_impro03_M067 :Happiness; ()
Ses05F_impro03_M068 :Happiness; ()
