Ses03M_script03_2_F000 :Neutral state; ()
Ses03M_script03_2_F001 :Anger; ()
Ses03M_script03_2_F002 :Happiness; ()
Ses03M_script03_2_F003 :Neutral state; ()
Ses03M_script03_2_F004 :Neutral state; ()
Ses03M_script03_2_F005 :Surprise; ()
Ses03M_script03_2_F006 :Neutral state; ()
Ses03M_script03_2_F007 :Anger; ()
Ses03M_script03_2_F008 :Frustration; ()
Ses03M_script03_2_F009 :Neutral state; ()
Ses03M_script03_2_F010 :Anger; ()
Ses03M_script03_2_F011 :Anger; ()
Ses03M_script03_2_F012 :Neutral state; ()
Ses03M_script03_2_F013 :Anger; ()
Ses03M_script03_2_F014 :Anger; ()
Ses03M_script03_2_F015 :Frustration; ()
Ses03M_script03_2_F016 :Neutral state; ()
Ses03M_script03_2_F017 :Neutral state; ()
Ses03M_script03_2_F018 :Neutral state; ()
Ses03M_script03_2_F019 :Frustration; ()
Ses03M_script03_2_F020 :Frustration; ()
Ses03M_script03_2_F021 :Anger; ()
Ses03M_script03_2_F022 :Anger; ()
Ses03M_script03_2_F023 :Anger; ()
Ses03M_script03_2_F024 :Anger; ()
Ses03M_script03_2_F025 :Anger; ()
Ses03M_script03_2_F026 :Frustration; ()
Ses03M_script03_2_F027 :Anger; ()
Ses03M_script03_2_F028 :Anger; ()
Ses03M_script03_2_F029 :Anger; ()
Ses03M_script03_2_F030 :Anger; ()
Ses03M_script03_2_F031 :Anger; ()
Ses03M_script03_2_F032 :Anger; ()
Ses03M_script03_2_F033 :Anger; ()
Ses03M_script03_2_F034 :Anger; ()
Ses03M_script03_2_F035 :Anger; ()
Ses03M_script03_2_F036 :Neutral state; ()
Ses03M_script03_2_F037 :Frustration; ()
Ses03M_script03_2_F038 :Frustration; ()
Ses03M_script03_2_F039 :Neutral state; ()
Ses03M_script03_2_F040 :Anger; ()
Ses03M_script03_2_F041 :Anger; ()
Ses03M_script03_2_F042 :Anger; ()
Ses03M_script03_2_F043 :Anger; ()
Ses03M_script03_2_F044 :Anger; ()
Ses03M_script03_2_F045 :Anger; ()
Ses03M_script03_2_M000 :Neutral state; ()
Ses03M_script03_2_M001 :Anger; ()
Ses03M_script03_2_M002 :Disgust; ()
Ses03M_script03_2_M003 :Anger; ()
Ses03M_script03_2_M004 :Anger; ()
Ses03M_script03_2_M005 :Anger; ()
Ses03M_script03_2_M006 :Anger; ()
Ses03M_script03_2_M007 :Anger; ()
Ses03M_script03_2_M008 :Anger; ()
Ses03M_script03_2_M009 :Neutral state; ()
Ses03M_script03_2_M010 :Neutral state; ()
Ses03M_script03_2_M011 :Anger; ()
Ses03M_script03_2_M012 :Anger; ()
Ses03M_script03_2_M013 :Frustration; ()
Ses03M_script03_2_M014 :Anger; ()
Ses03M_script03_2_M015 :Anger; ()
Ses03M_script03_2_M016 :Anger; ()
Ses03M_script03_2_M017 :Neutral state; ()
Ses03M_script03_2_M018 :Anger; ()
Ses03M_script03_2_M019 :Neutral state; ()
Ses03M_script03_2_M020 :Neutral state; ()
Ses03M_script03_2_M021 :Neutral state; ()
Ses03M_script03_2_M022 :Anger; ()
Ses03M_script03_2_M023 :Anger; ()
Ses03M_script03_2_M024 :Anger; ()
Ses03M_script03_2_M025 :Anger; ()
Ses03M_script03_2_M026 :Anger; ()
Ses03M_script03_2_M027 :Anger; ()
Ses03M_script03_2_M028 :Anger; ()
Ses03M_script03_2_M029 :Anger; ()
Ses03M_script03_2_M030 :Anger; ()
Ses03M_script03_2_M031 :Anger; ()
Ses03M_script03_2_M032 :Anger; ()
Ses03M_script03_2_M033 :Anger; ()
Ses03M_script03_2_M034 :Anger; ()
Ses03M_script03_2_M035 :Anger; ()
Ses03M_script03_2_M036 :Neutral state; ()
Ses03M_script03_2_M037 :Disgust; ()
Ses03M_script03_2_M038 :Anger; ()
Ses03M_script03_2_M039 :Anger; ()
Ses03M_script03_2_M040 :Anger; ()
Ses03M_script03_2_M041 :Anger; ()
Ses03M_script03_2_M042 :Anger; ()
Ses03M_script03_2_M043 :Anger; ()
Ses03M_script03_2_M044 :Anger; ()
Ses03M_script03_2_M045 :Anger; ()
Ses03M_script03_2_M046 :Anger; ()
