Ses03F_impro08_F000 :act 3; :val 3; :dom 3; ()
Ses03F_impro08_F001 :act 3; :val 3; :dom 2; ()
Ses03F_impro08_F002 :act 4; :val 3; :dom 4; ()
Ses03F_impro08_F003 :act 3; :val 4; :dom 4; ()
Ses03F_impro08_F004 :act 4; :val 3; :dom 3; ()
Ses03F_impro08_F005 :act 3; :val 3; :dom 3; ()
Ses03F_impro08_F006 :act 3; :val 3; :dom 4; ()
Ses03F_impro08_F007 :act 3; :val 3; :dom 3; ()
Ses03F_impro08_F008 :act 3; :val 3; :dom 2; ()
Ses03F_impro08_F009 :act 3; :val 3; :dom 4; ()
Ses03F_impro08_F010 :act 2; :val 2; :dom 4; ()
Ses03F_impro08_F011 :act 3; :val 3; :dom 3; ()
Ses03F_impro08_F012 :act 2; :val 3; :dom 3; ()
Ses03F_impro08_F013 :act 3; :val 3; :dom 3; ()
Ses03F_impro08_F014 :act 3; :val 3; :dom 3; ()
Ses03F_impro08_F015 :act 3; :val 4; :dom 4; ()
Ses03F_impro08_F016 :act 3; :val 3; :dom 3; ()
Ses03F_impro08_F017 :act 2; :val 4; :dom 3; ()
Ses03F_impro08_F018 :act 3; :val 3; :dom 4; ()
Ses03F_impro08_F019 :act 2; :val 4; :dom 3; ()
Ses03F_impro08_F020 :act 3; :val 4; :dom 3; ()
Ses03F_impro08_F021 :act 3; :val 3; :dom 4; ()
Ses03F_impro08_F022 :act 3; :val 3; :dom 3; ()
Ses03F_impro08_F023 :act 3; :val 4; :dom 2; ()
Ses03F_impro08_F024 :act 3; :val 3; :dom 4; ()
Ses03F_impro08_F025 :act 4; :val 3; :dom 3; ()
Ses03F_impro08_F026 :act 2; :val 4; :dom 4; ()
Ses03F_impro08_F027 :act 2; :val 3; :dom 4; ()
Ses03F_impro08_F028 :act 3; :val 3; :dom 2; ()
Ses03F_impro08_F029 :act 2; :val 2; :dom 4; ()
Ses03F_impro08_M000 :act 1; :val 5; :dom 5; ()
Ses03F_impro08_M001 :act 1; :val 5; :dom 5; ()
Ses03F_impro08_M002 :act 1; :val 5; :dom 5; ()
Ses03F_impro08_M003 :act 1; :val 5; :dom 5; ()
Ses03F_impro08_M004 :act 2; :val 5; :dom 5; ()
Ses03F_impro08_M005 :act 1; :val 4; :dom 5; ()
Ses03F_impro08_M006 :act 1; :val 5; :dom 5; ()
Ses03F_impro08_M007 :act 3; :val 4; :dom 4; ()
Ses03F_impro08_M008 :act 1; :val 5; :dom 5; ()
Ses03F_impro08_M009 :act 1; :val 5; :dom 5; ()
Ses03F_impro08_M010 :act 2; :val 5; :dom 5; ()
Ses03F_impro08_M011 :act 3; :val 5; :dom 4; ()
Ses03F_impro08_M012 :act 3; :val 3; :dom 3; ()
Ses03F_impro08_M013 :act 2; :val 4; :dom 4; ()
Ses03F_impro08_M014 :act 3; :val 4; :dom 4; ()
Ses03F_impro08_M015 :act 2; :val 4; :dom 4; ()
Ses03F_impro08_M016 :act 3; :val 4; :dom 4; ()
Ses03F_impro08_M017 :act 3; :val 5; :dom 4; ()
Ses03F_impro08_M018 :act 3; :val 4; :dom 3; ()
Ses03F_impro08_M019 :act 3; :val 4; :dom 3; ()
Ses03F_impro08_M020 :act 3; :val 3; :dom 4; ()
Ses03F_impro08_M021 :act 3; :val 3; :dom 4; ()
Ses03F_impro08_M022 :act 3; :val 4; :dom 4; ()
Ses03F_impro08_M023 :act 4; :val 4; :dom 3; ()
Ses03F_impro08_M024 :act 4; :val 3; :dom 3; ()
Ses03F_impro08_M025 :act 3; :val 4; :dom 3; ()
Ses03F_impro08_M026 :act 4; :val 4; :dom 4; ()
