Ses05M_impro02_F000 :act 4; :val 4; :dom 2; ()
Ses05M_impro02_F001 :act 4; :val 4; :dom 3; ()
Ses05M_impro02_F002 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_F003 :act 3; :val 4; :dom 4; ()
Ses05M_impro02_F004 :act 3; :val 4; :dom 4; ()
Ses05M_impro02_F005 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_F006 :act 2; :val 4; :dom 4; ()
Ses05M_impro02_F007 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_F008 :act 2; :val 5; :dom 3; ()
Ses05M_impro02_F009 :act 2; :val 5; :dom 4; ()
Ses05M_impro02_F010 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_F011 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_F012 :act 3; :val 3; :dom 3; ()
Ses05M_impro02_F013 :act 2; :val 4; :dom 3; ()
Ses05M_impro02_F014 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_F015 :act 3; :val 3; :dom 3; ()
Ses05M_impro02_F016 :act 2; :val 5; :dom 3; ()
Ses05M_impro02_F017 :act 2; :val 5; :dom 3; ()
Ses05M_impro02_F018 :act 2; :val 5; :dom 3; ()
Ses05M_impro02_F019 :act 2; :val 5; :dom 4; ()
Ses05M_impro02_F020 :act 2; :val 5; :dom 4; ()
Ses05M_impro02_F021 :act 2; :val 4; :dom 3; ()
Ses05M_impro02_F022 :act 3; :val 3; :dom 3; ()
Ses05M_impro02_F023 :act 2; :val 4; :dom 1; ()
Ses05M_impro02_F024 :act 3; :val 4; :dom 2; ()
Ses05M_impro02_M000 :act 4; :val 4; :dom 3; ()
Ses05M_impro02_M001 :act 3; :val 3; :dom 3; ()
Ses05M_impro02_M002 :act 4; :val 4; :dom 2; ()
Ses05M_impro02_M003 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_M004 :act 3; :val 4; :dom 2; ()
Ses05M_impro02_M005 :act 2; :val 4; :dom 2; ()
Ses05M_impro02_M006 :act 3; :val 4; :dom 2; ()
Ses05M_impro02_M007 :act 2; :val 4; :dom 3; ()
Ses05M_impro02_M008 :act 2; :val 4; :dom 4; ()
Ses05M_impro02_M009 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_M010 :act 4; :val 4; :dom 2; ()
Ses05M_impro02_M011 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_M012 :act 2; :val 4; :dom 4; ()
Ses05M_impro02_M013 :act 2; :val 4; :dom 3; ()
Ses05M_impro02_M014 :act 3; :val 4; :dom 4; ()
Ses05M_impro02_M015 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_M016 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_M017 :act 2; :val 4; :dom 4; ()
Ses05M_impro02_M018 :act 3; :val 4; :dom 4; ()
Ses05M_impro02_M019 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_M020 :act 4; :val 4; :dom 3; ()
Ses05M_impro02_M021 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_M022 :act 2; :val 4; :dom 3; ()
Ses05M_impro02_M023 :act 3; :val 3; :dom 3; ()
Ses05M_impro02_M024 :act 3; :val 3; :dom 3; ()
Ses05M_impro02_M025 :act 3; :val 3; :dom 4; ()
Ses05M_impro02_M026 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_M027 :act 3; :val 4; :dom 3; ()
Ses05M_impro02_M028 :act 2; :val 4; :dom 3; ()
Ses05M_impro02_M029 :act 2; :val 2; :dom 3; ()
Ses05M_impro02_M030 :act 3; :val 3; :dom 4; ()
Ses05M_impro02_M031 :act 3; :val 3; :dom 4; ()
Ses05M_impro02_M032 :act 3; :val 2; :dom 2; ()
