Ses04F_impro05_F000 :act 2; :val 4; :dom 5; ()
Ses04F_impro05_F001 :act 2; :val 2; :dom 4; ()
Ses04F_impro05_F002 :act 2; :val 4; :dom 5; ()
Ses04F_impro05_F003 :act 1; :val 4; :dom 5; ()
Ses04F_impro05_F004 :act 1; :val 4; :dom 4; ()
Ses04F_impro05_F005 :act 1; :val 5; :dom 5; ()
Ses04F_impro05_F006 :act 1; :val 5; :dom 5; ()
Ses04F_impro05_F007 :act 2; :val 5; :dom 5; ()
Ses04F_impro05_F008 :act 1; :val 4; :dom 5; ()
Ses04F_impro05_F009 :act 1; :val 5; :dom 5; ()
Ses04F_impro05_F010 :act 1; :val 5; :dom 5; ()
Ses04F_impro05_F011 :act 1; :val 5; :dom 5; ()
Ses04F_impro05_F012 :act 1; :val 5; :dom 5; ()
Ses04F_impro05_F013 :act 1; :val 5; :dom 5; ()
Ses04F_impro05_F014 :act 1; :val 5; :dom 5; ()
Ses04F_impro05_F015 :act 1; :val 5; :dom 5; ()
Ses04F_impro05_F016 :act 2; :val 4; :dom 4; ()
Ses04F_impro05_F017 :act 1; :val 5; :dom 5; ()
Ses04F_impro05_F018 :act 2; :val 5; :dom 5; ()
Ses04F_impro05_F019 :act 1; :val 5; :dom 5; ()
Ses04F_impro05_M000 :act 4; :val 3; :dom 4; ()
Ses04F_impro05_M001 :act 4; :val 4; :dom 4; ()
Ses04F_impro05_M002 :act 4; :val 3; :dom 3; ()
Ses04F_impro05_M003 :act 4; :val 3; :dom 3; ()
Ses04F_impro05_M004 :act 4; :val 4; :dom 3; ()
Ses04F_impro05_M005 :act 4; :val 3; :dom 3; ()
Ses04F_impro05_M006 :act 5; :val 4; :dom 3; ()
Ses04F_impro05_M007 :act 4; :val 3; :dom 3; ()
Ses04F_impro05_M008 :act 4; :val 3; :dom 3; ()
Ses04F_impro05_M009 :act 4; :val 4; :dom 3; ()
Ses04F_impro05_M010 :act 4; :val 3; :dom 2; ()
Ses04F_impro05_M011 :act 3; :val 4; :dom 4; ()
Ses04F_impro05_M012 :act 4; :val 3; :dom 3; ()
Ses04F_impro05_M013 :act 3; :val 3; :dom 3; ()
Ses04F_impro05_M014 :act 3; :val 4; :dom 3; ()
Ses04F_impro05_M015 :act 4; :val 3; :dom 3; ()
Ses04F_impro05_M016 :act 4; :val 3; :dom 3; ()
Ses04F_impro05_M017 :act 2; :val 4; :dom 4; ()
Ses04F_impro05_M018 :act 4; :val 3; :dom 3; ()
Ses04F_impro05_M019 :act 4; :val 3; :dom 3; ()
Ses04F_impro05_M020 :act 3; :val 4; :dom 4; ()
Ses04F_impro05_M021 :act 4; :val 3; :dom 3; ()
Ses04F_impro05_M022 :act 3; :val 4; :dom 4; ()
Ses04F_impro05_M023 :act 3; :val 3; :dom 3; ()
Ses04F_impro05_M024 :act 4; :val 3; :dom 4; ()
