Ses02M_impro07_F000 :act 2; :val 2; :dom 3; ()
Ses02M_impro07_F001 :act 3; :val 2; :dom 3; ()
Ses02M_impro07_F002 :act 1; :val 1; :dom 5; ()
Ses02M_impro07_F003 :act 2; :val 1; :dom 4; ()
Ses02M_impro07_F004 :act 1; :val 1; :dom 5; ()
Ses02M_impro07_F005 :act 2; :val 1; :dom 4; ()
Ses02M_impro07_F006 :act 1; :val 1; :dom 5; ()
Ses02M_impro07_F007 :act 3; :val 2; :dom 4; ()
Ses02M_impro07_F008 :act 3; :val 2; :dom 4; ()
Ses02M_impro07_F009 :act 2; :val 3; :dom 4; ()
Ses02M_impro07_F010 :act 2; :val 1; :dom 4; ()
Ses02M_impro07_F011 :act 3; :val 2; :dom 3; ()
Ses02M_impro07_F012 :act 2; :val 1; :dom 4; ()
Ses02M_impro07_F013 :act 1; :val 1; :dom 4; ()
Ses02M_impro07_F014 :act 1; :val 2; :dom 4; ()
Ses02M_impro07_F015 :act 3; :val 2; :dom 4; ()
Ses02M_impro07_F016 :act 3; :val 2; :dom 3; ()
Ses02M_impro07_F017 :act 3; :val 2; :dom 4; ()
Ses02M_impro07_F018 :act 1; :val 1; :dom 5; ()
Ses02M_impro07_F019 :act 3; :val 2; :dom 4; ()
Ses02M_impro07_F020 :act 3; :val 2; :dom 3; ()
Ses02M_impro07_F021 :act 3; :val 2; :dom 4; ()
Ses02M_impro07_F022 :act 1; :val 1; :dom 5; ()
Ses02M_impro07_F023 :act 2; :val 2; :dom 4; ()
Ses02M_impro07_F024 :act 3; :val 2; :dom 4; ()
Ses02M_impro07_F025 :act 3; :val 2; :dom 4; ()
Ses02M_impro07_F026 :act 2; :val 2; :dom 5; ()
Ses02M_impro07_F027 :act 3; :val 2; :dom 4; ()
Ses02M_impro07_F028 :act 3; :val 2; :dom 4; ()
Ses02M_impro07_F029 :act 3; :val 2; :dom 3; ()
Ses02M_impro07_M000 :act 2; :val 2; :dom 4; ()
Ses02M_impro07_M001 :act 3; :val 2; :dom 4; ()
Ses02M_impro07_M002 :act 2; :val 1; :dom 5; ()
Ses02M_impro07_M003 :act 2; :val 1; :dom 5; ()
Ses02M_impro07_M004 :act 2; :val 2; :dom 4; ()
Ses02M_impro07_M005 :act 2; :val 2; :dom 4; ()
Ses02M_impro07_M006 :act 1; :val 1; :dom 5; ()
Ses02M_impro07_M007 :act 2; :val 1; :dom 5; ()
Ses02M_impro07_M008 :act 2; :val 2; :dom 5; ()
Ses02M_impro07_M009 :act 2; :val 3; :dom 4; ()
Ses02M_impro07_M010 :act 2; :val 3; :dom 3; ()
Ses02M_impro07_M011 :act 3; :val 2; :dom 3; ()
Ses02M_impro07_M012 :act 2; :val 2; :dom 3; ()
Ses02M_impro07_M013 :act 2; :val 2; :dom 4; ()
Ses02M_impro07_M014 :act 2; :val 1; :dom 5; ()
Ses02M_impro07_M015 :act 1; :val 1; :dom 5; ()
Ses02M_impro07_M016 :act 2; :val 2; :dom 5; ()
Ses02M_impro07_M017 :act 2; :val 2; :dom 4; ()
Ses02M_impro07_M018 :act 2; :val 2; :dom 4; ()
Ses02M_impro07_M019 :act 2; :val 1; :dom 4; ()
Ses02M_impro07_M020 :act 2; :val 1; :dom 5; ()
Ses02M_impro07_M021 :act 3; :val 1; :dom 5; ()
Ses02M_impro07_M022 :act 3; :val 2; :dom 3; ()
Ses02M_impro07_M023 :act 2; :val 2; :dom 2; ()
Ses02M_impro07_M024 :act 2; :val 3; :dom 3; ()
Ses02M_impro07_M025 :act 3; :val 2; :dom 4; ()
Ses02M_impro07_M026 :act 2; :val 2; :dom 4; ()
Ses02M_impro07_M027 :act 1; :val 2; :dom 4; ()
Ses02M_impro07_M028 :act 2; :val 1; :dom 4; ()
Ses02M_impro07_M029 :act 2; :val 2; :dom 4; ()
Ses02M_impro07_M030 :act 3; :val 1; :dom 4; ()
Ses02M_impro07_M031 :act 2; :val 2; :dom 3; ()
Ses02M_impro07_M032 :act 2; :val 2; :dom 5; ()
