Ses02F_impro06_F000 :act 4; :val 4; :dom 3; ()
Ses02F_impro06_F001 :act 4; :val 4; :dom 3; ()
Ses02F_impro06_F002 :act 4; :val 4; :dom 3; ()
Ses02F_impro06_F003 :act 4; :val 4; :dom 2; ()
Ses02F_impro06_F004 :act 4; :val 4; :dom 3; ()
Ses02F_impro06_F005 :act 4; :val 4; :dom 3; ()
Ses02F_impro06_F006 :act 3; :val 4; :dom 3; ()
Ses02F_impro06_F007 :act 3; :val 4; :dom 3; ()
Ses02F_impro06_F008 :act 3; :val 4; :dom 3; ()
Ses02F_impro06_F009 :act 3; :val 2; :dom 3; ()
Ses02F_impro06_F010 :act 4; :val 4; :dom 2; ()
Ses02F_impro06_F011 :act 3; :val 4; :dom 3; ()
Ses02F_impro06_F012 :act 3; :val 4; :dom 3; ()
Ses02F_impro06_F013 :act 3; :val 4; :dom 3; ()
Ses02F_impro06_F014 :act 4; :val 3; :dom 3; ()
Ses02F_impro06_M000 :act 4; :val 3; :dom 2; ()
Ses02F_impro06_M001 :act 4; :val 4; :dom 2; ()
Ses02F_impro06_M002 :act 3; :val 3; :dom 3; ()
Ses02F_impro06_M003 :act 4; :val 3; :dom 1; ()
Ses02F_impro06_M004 :act 3; :val 3; :dom 3; ()
Ses02F_impro06_M005 :act 4; :val 3; :dom 3; ()
Ses02F_impro06_M006 :act 4; :val 3; :dom 3; ()
Ses02F_impro06_M007 :act 4; :val 3; :dom 3; ()
Ses02F_impro06_M008 :act 4; :val 3; :dom 3; ()
Ses02F_impro06_M009 :act 4; :val 3; :dom 4; ()
Ses02F_impro06_M010 :act 3; :val 3; :dom 3; ()
Ses02F_impro06_M011 :act 3; :val 3; :dom 3; ()
Ses02F_impro06_M012 :act 4; :val 3; :dom 3; ()
Ses02F_impro06_M013 :act 3; :val 3; :dom 4; ()
Ses02F_impro06_M014 :act 4; :val 4; :dom 3; ()
Ses02F_impro06_M015 :act 4; :val 3; :dom 3; ()
Ses02F_impro06_M016 :act 3; :val 3; :dom 4; ()
Ses02F_impro06_M017 :act 4; :val 3; :dom 3; ()
Ses02F_impro06_M018 :act 3; :val 3; :dom 3; ()
Ses02F_impro06_M019 :act 3; :val 3; :dom 3; ()
