Ses02M_impro02_F000 :act 3; :val 4; :dom 4; ()
Ses02M_impro02_F001 :act 4; :val 5; :dom 5; ()
Ses02M_impro02_F002 :act 4; :val 5; :dom 5; ()
Ses02M_impro02_F003 :act 3; :val 4; :dom 4; ()
Ses02M_impro02_F004 :act 3; :val 4; :dom 5; ()
Ses02M_impro02_F005 :act 3; :val 2; :dom 4; ()
Ses02M_impro02_F006 :act 4; :val 4; :dom 4; ()
Ses02M_impro02_F007 :act 3; :val 4; :dom 4; ()
Ses02M_impro02_F008 :act 3; :val 2; :dom 3; ()
Ses02M_impro02_F009 :act 3; :val 4; :dom 5; ()
Ses02M_impro02_F010 :act 3; :val 2; :dom 4; ()
Ses02M_impro02_F011 :act 3; :val 4; :dom 5; ()
Ses02M_impro02_F012 :act 4; :val 2; :dom 3; ()
Ses02M_impro02_F013 :act 2; :val 5; :dom 5; ()
Ses02M_impro02_F014 :act 4; :val 2; :dom 4; ()
Ses02M_impro02_M000 :act 3; :val 4; :dom 4; ()
Ses02M_impro02_M001 :act 3; :val 2; :dom 4; ()
Ses02M_impro02_M002 :act 3; :val 2; :dom 3; ()
Ses02M_impro02_M003 :act 3; :val 4; :dom 4; ()
Ses02M_impro02_M004 :act 2; :val 2; :dom 4; ()
Ses02M_impro02_M005 :act 3; :val 2; :dom 3; ()
Ses02M_impro02_M006 :act 3; :val 3; :dom 3; ()
Ses02M_impro02_M007 :act 3; :val 3; :dom 4; ()
Ses02M_impro02_M008 :act 3; :val 4; :dom 4; ()
Ses02M_impro02_M009 :act 3; :val 4; :dom 4; ()
Ses02M_impro02_M010 :act 3; :val 4; :dom 3; ()
Ses02M_impro02_M011 :act 3; :val 4; :dom 3; ()
Ses02M_impro02_M012 :act 3; :val 4; :dom 4; ()
Ses02M_impro02_M013 :act 4; :val 4; :dom 3; ()
Ses02M_impro02_M014 :act 3; :val 4; :dom 4; ()
Ses02M_impro02_M015 :act 3; :val 2; :dom 3; ()
Ses02M_impro02_M016 :act 3; :val 2; :dom 4; ()
Ses02M_impro02_M017 :act 3; :val 3; :dom 4; ()
Ses02M_impro02_M018 :act 3; :val 2; :dom 4; ()
