Ses03F_impro03_F000 :act 2; :val 1; :dom 4; ()
Ses03F_impro03_F001 :act 2; :val 1; :dom 3; ()
Ses03F_impro03_F002 :act 2; :val 2; :dom 4; ()
Ses03F_impro03_F003 :act 2; :val 1; :dom 4; ()
Ses03F_impro03_F004 :act 3; :val 2; :dom 4; ()
Ses03F_impro03_F005 :act 3; :val 2; :dom 4; ()
Ses03F_impro03_F006 :act 3; :val 2; :dom 4; ()
Ses03F_impro03_F007 :act 2; :val 1; :dom 4; ()
Ses03F_impro03_F008 :act 3; :val 2; :dom 5; ()
Ses03F_impro03_F009 :act 2; :val 2; :dom 5; ()
Ses03F_impro03_F010 :act 2; :val 1; :dom 5; ()
Ses03F_impro03_F011 :act 2; :val 1; :dom 4; ()
Ses03F_impro03_F012 :act 1; :val 1; :dom 4; ()
Ses03F_impro03_F013 :act 2; :val 1; :dom 5; ()
Ses03F_impro03_F014 :act 3; :val 1; :dom 2; ()
Ses03F_impro03_F015 :act 2; :val 1; :dom 4; ()
Ses03F_impro03_F016 :act 2; :val 1; :dom 4; ()
Ses03F_impro03_F017 :act 3; :val 2; :dom 4; ()
Ses03F_impro03_F018 :act 3; :val 2; :dom 1; ()
Ses03F_impro03_F019 :act 3; :val 2; :dom 4; ()
Ses03F_impro03_F020 :act 3; :val 2; :dom 3; ()
Ses03F_impro03_F021 :act 2; :val 2; :dom 4; ()
Ses03F_impro03_F022 :act 3; :val 2; :dom 3; ()
Ses03F_impro03_F023 :act 3; :val 2; :dom 4; ()
Ses03F_impro03_F024 :act 2; :val 1; :dom 3; ()
