Ses01M_impro05_F000 :act 2; :val 3; :dom 3; ()
Ses01M_impro05_F001 :act 3; :val 3; :dom 4; ()
Ses01M_impro05_F002 :act 3; :val 3; :dom 4; ()
Ses01M_impro05_F003 :act 2; :val 3; :dom 3; ()
Ses01M_impro05_F004 :act 3; :val 3; :dom 4; ()
Ses01M_impro05_F005 :act 3; :val 3; :dom 3; ()
Ses01M_impro05_F006 :act 4; :val 3; :dom 3; ()
Ses01M_impro05_F007 :act 4; :val 3; :dom 3; ()
Ses01M_impro05_F008 :act 3; :val 4; :dom 4; ()
Ses01M_impro05_F009 :act 2; :val 4; :dom 5; ()
Ses01M_impro05_F010 :act 2; :val 4; :dom 4; ()
Ses01M_impro05_F011 :act 3; :val 2; :dom 3; ()
Ses01M_impro05_F012 :act 2; :val 3; :dom 4; ()
Ses01M_impro05_F013 :act 3; :val 3; :dom 4; ()
Ses01M_impro05_F014 :act 3; :val 3; :dom 3; ()
Ses01M_impro05_F015 :act 3; :val 3; :dom 4; ()
Ses01M_impro05_F016 :act 3; :val 3; :dom 4; ()
Ses01M_impro05_F017 :act 3; :val 4; :dom 2; ()
Ses01M_impro05_F018 :act 3; :val 3; :dom 3; ()
Ses01M_impro05_F019 :act 2; :val 4; :dom 4; ()
Ses01M_impro05_F020 :act 2; :val 3; :dom 4; ()
Ses01M_impro05_F021 :act 3; :val 3; :dom 3; ()
Ses01M_impro05_F022 :act 3; :val 3; :dom 4; ()
Ses01M_impro05_F023 :act 3; :val 3; :dom 3; ()
Ses01M_impro05_F024 :act 2; :val 3; :dom 4; ()
Ses01M_impro05_F025 :act 2; :val 3; :dom 3; ()
Ses01M_impro05_F026 :act 4; :val 3; :dom 3; ()
Ses01M_impro05_F027 :act 3; :val 3; :dom 3; ()
Ses01M_impro05_F028 :act 4; :val 4; :dom 3; ()
Ses01M_impro05_F029 :act 4; :val 4; :dom 3; ()
Ses01M_impro05_F030 :act 3; :val 4; :dom 4; ()
Ses01M_impro05_F031 :act 3; :val 4; :dom 3; ()
Ses01M_impro05_F032 :act 3; :val 4; :dom 4; ()
Ses01M_impro05_F033 :act 3; :val 3; :dom 4; ()
Ses01M_impro05_F034 :act 2; :val 4; :dom 4; ()
Ses01M_impro05_F035 :act 3; :val 4; :dom 4; ()
Ses01M_impro05_F036 :act 3; :val 3; :dom 4; ()
Ses01M_impro05_F037 :act 3; :val 4; :dom 3; ()
Ses01M_impro05_M000 :act 2; :val 5; :dom 5; ()
Ses01M_impro05_M001 :act 1; :val 5; :dom 5; ()
Ses01M_impro05_M002 :act 2; :val 5; :dom 5; ()
Ses01M_impro05_M003 :act 1; :val 5; :dom 5; ()
Ses01M_impro05_M004 :act 2; :val 5; :dom 5; ()
Ses01M_impro05_M005 :act 1; :val 5; :dom 5; ()
Ses01M_impro05_M006 :act 1; :val 5; :dom 5; ()
Ses01M_impro05_M007 :act 1; :val 5; :dom 5; ()
Ses01M_impro05_M008 :act 1; :val 5; :dom 5; ()
Ses01M_impro05_M009 :act 2; :val 5; :dom 5; ()
Ses01M_impro05_M010 :act 1; :val 5; :dom 5; ()
Ses01M_impro05_M011 :act 1; :val 5; :dom 5; ()
Ses01M_impro05_M012 :act 1; :val 5; :dom 5; ()
Ses01M_impro05_M013 :act 1; :val 5; :dom 5; ()
Ses01M_impro05_M014 :act 1; :val 5; :dom 5; ()
Ses01M_impro05_M015 :act 4; :val 4; :dom 4; ()
Ses01M_impro05_M016 :act 3; :val 4; :dom 5; ()
Ses01M_impro05_M017 :act 1; :val 5; :dom 4; ()
Ses01M_impro05_M018 :act 2; :val 4; :dom 4; ()
Ses01M_impro05_M019 :act 2; :val 5; :dom 5; ()
Ses01M_impro05_M020 :act 2; :val 4; :dom 4; ()
Ses01M_impro05_M021 :act 2; :val 5; :dom 5; ()
Ses01M_impro05_M022 :act 2; :val 5; :dom 5; ()
Ses01M_impro05_M023 :act 2; :val 5; :dom 5; ()
Ses01M_impro05_M024 :act 2; :val 5; :dom 5; ()
Ses01M_impro05_M025 :act 1; :val 4; :dom 4; ()
Ses01M_impro05_M026 :act 1; :val 5; :dom 5; ()
Ses01M_impro05_M027 :act 2; :val 5; :dom 4; ()
Ses01M_impro05_M028 :act 1; :val 5; :dom 5; ()
Ses01M_impro05_M029 :act 2; :val 5; :dom 5; ()
Ses01M_impro05_M030 :act 3; :val 5; :dom 5; ()
Ses01M_impro05_M031 :act 1; :val 5; :dom 5; ()
