Ses02M_impro04_F000 :act 4; :val 3; :dom 1; ()
Ses02M_impro04_F001 :act 4; :val 3; :dom 2; ()
Ses02M_impro04_F002 :act 4; :val 3; :dom 3; ()
Ses02M_impro04_F003 :act 4; :val 2; :dom 1; ()
Ses02M_impro04_F004 :act 3; :val 4; :dom 3; ()
Ses02M_impro04_F005 :act 3; :val 3; :dom 4; ()
Ses02M_impro04_F006 :act 4; :val 2; :dom 3; ()
Ses02M_impro04_F007 :act 3; :val 3; :dom 4; ()
Ses02M_impro04_F008 :act 3; :val 3; :dom 3; ()
Ses02M_impro04_F009 :act 4; :val 4; :dom 2; ()
Ses02M_impro04_F010 :act 3; :val 3; :dom 4; ()
Ses02M_impro04_F011 :act 3; :val 3; :dom 4; ()
Ses02M_impro04_F012 :act 4; :val 3; :dom 4; ()
Ses02M_impro04_F013 :act 4; :val 2; :dom 3; ()
Ses02M_impro04_F014 :act 3; :val 3; :dom 3; ()
Ses02M_impro04_F015 :act 4; :val 3; :dom 4; ()
Ses02M_impro04_F016 :act 5; :val 4; :dom 2; ()
Ses02M_impro04_F017 :act 4; :val 3; :dom 4; ()
