Ses02F_impro08_F000 :act 3; :val 2; :dom 2; ()
Ses02F_impro08_F001 :act 4; :val 2; :dom 2; ()
Ses02F_impro08_F002 :act 4; :val 3; :dom 3; ()
Ses02F_impro08_F003 :act 3; :val 2; :dom 2; ()
Ses02F_impro08_F004 :act 3; :val 2; :dom 3; ()
Ses02F_impro08_F005 :act 3; :val 2; :dom 3; ()
Ses02F_impro08_F006 :act 3; :val 2; :dom 2; ()
Ses02F_impro08_F007 :act 3; :val 2; :dom 3; ()
Ses02F_impro08_F008 :act 2; :val 2; :dom 3; ()
Ses02F_impro08_F009 :act 3; :val 3; :dom 3; ()
Ses02F_impro08_F010 :act 3; :val 2; :dom 3; ()
Ses02F_impro08_F011 :act 3; :val 2; :dom 3; ()
Ses02F_impro08_F012 :act 3; :val 2; :dom 3; ()
Ses02F_impro08_F013 :act 3; :val 2; :dom 2; ()
Ses02F_impro08_F014 :act 5; :val 3; :dom 2; ()
Ses02F_impro08_F015 :act 4; :val 2; :dom 2; ()
Ses02F_impro08_F016 :act 3; :val 2; :dom 3; ()
Ses02F_impro08_F017 :act 4; :val 2; :dom 2; ()
Ses02F_impro08_F018 :act 4; :val 2; :dom 2; ()
Ses02F_impro08_F019 :act 3; :val 2; :dom 3; ()
Ses02F_impro08_F020 :act 4; :val 3; :dom 3; ()
Ses02F_impro08_F021 :act 4; :val 3; :dom 3; ()
Ses02F_impro08_F022 :act 4; :val 2; :dom 3; ()
Ses02F_impro08_F023 :act 4; :val 2; :dom 3; ()
Ses02F_impro08_F024 :act 3; :val 3; :dom 3; ()
Ses02F_impro08_F025 :act 3; :val 2; :dom 2; ()
Ses02F_impro08_F026 :act 3; :val 1; :dom 2; ()
Ses02F_impro08_F027 :act 4; :val 2; :dom 2; ()
