Ses02F_impro07_F000 :act 3; :val 2; :dom 2; ()
Ses02F_impro07_F001 :act 2; :val 1; :dom 3; ()
Ses02F_impro07_F002 :act 2; :val 1; :dom 3; ()
Ses02F_impro07_F003 :act 2; :val 2; :dom 3; ()
Ses02F_impro07_F004 :act 2; :val 1; :dom 3; ()
Ses02F_impro07_F005 :act 2; :val 1; :dom 2; ()
Ses02F_impro07_F006 :act 3; :val 1; :dom 3; ()
Ses02F_impro07_F007 :act 1; :val 1; :dom 4; ()
Ses02F_impro07_F008 :act 3; :val 1; :dom 2; ()
Ses02F_impro07_F009 :act 2; :val 1; :dom 3; ()
Ses02F_impro07_F010 :act 3; :val 2; :dom 3; ()
Ses02F_impro07_F011 :act 2; :val 2; :dom 3; ()
Ses02F_impro07_F012 :act 3; :val 2; :dom 3; ()
Ses02F_impro07_F013 :act 4; :val 2; :dom 3; ()
Ses02F_impro07_F014 :act 3; :val 2; :dom 3; ()
Ses02F_impro07_F015 :act 3; :val 2; :dom 2; ()
Ses02F_impro07_F016 :act 3; :val 2; :dom 3; ()
Ses02F_impro07_F017 :act 3; :val 2; :dom 3; ()
Ses02F_impro07_F018 :act 2; :val 1; :dom 4; ()
Ses02F_impro07_F019 :act 3; :val 2; :dom 3; ()
Ses02F_impro07_F020 :act 3; :val 2; :dom 2; ()
Ses02F_impro07_F021 :act 4; :val 3; :dom 3; ()
Ses02F_impro07_F022 :act 3; :val 2; :dom 3; ()
Ses02F_impro07_F023 :act 3; :val 3; :dom 3; ()
Ses02F_impro07_F024 :act 3; :val 2; :dom 3; ()
Ses02F_impro07_F025 :act 3; :val 2; :dom 3; ()
Ses02F_impro07_F026 :act 2; :val 1; :dom 4; ()
Ses02F_impro07_F027 :act 2; :val 2; :dom 4; ()
Ses02F_impro07_F028 :act 3; :val 1; :dom 3; ()
Ses02F_impro07_F029 :act 4; :val 2; :dom 2; ()
Ses02F_impro07_F030 :act 2; :val 1; :dom 2; ()
Ses02F_impro07_F031 :act 3; :val 2; :dom 3; ()
Ses02F_impro07_F032 :act 4; :val 2; :dom 3; ()
Ses02F_impro07_F033 :act 4; :val 2; :dom 2; ()
Ses02F_impro07_F034 :act 4; :val 2; :dom 2; ()
Ses02F_impro07_F035 :act 3; :val 1; :dom 2; ()
Ses02F_impro07_F036 :act 2; :val 2; :dom 3; ()
Ses02F_impro07_F037 :act 4; :val 2; :dom 2; ()
