Ses02F_impro04_F000 :act 3; :val 4; :dom 3; ()
Ses02F_impro04_F001 :act 4; :val 4; :dom 3; ()
Ses02F_impro04_F002 :act 4; :val 3; :dom 2; ()
Ses02F_impro04_F003 :act 3; :val 4; :dom 3; ()
Ses02F_impro04_F004 :act 3; :val 4; :dom 2; ()
Ses02F_impro04_F005 :act 4; :val 4; :dom 2; ()
Ses02F_impro04_F006 :act 3; :val 4; :dom 3; ()
Ses02F_impro04_F007 :act 4; :val 3; :dom 2; ()
Ses02F_impro04_F008 :act 2; :val 4; :dom 4; ()
Ses02F_impro04_F009 :act 4; :val 4; :dom 1; ()
Ses02F_impro04_F010 :act 3; :val 3; :dom 3; ()
Ses02F_impro04_F011 :act 2; :val 4; :dom 3; ()
Ses02F_impro04_F012 :act 4; :val 4; :dom 1; ()
Ses02F_impro04_F013 :act 2; :val 4; :dom 3; ()
Ses02F_impro04_F014 :act 4; :val 3; :dom 2; ()
Ses02F_impro04_F015 :act 3; :val 4; :dom 3; ()
Ses02F_impro04_F016 :act 4; :val 4; :dom 1; ()
Ses02F_impro04_F017 :act 2; :val 4; :dom 3; ()
